"Time (s)","Volts (mV)","Power (mW)","Remaining %"
"6889","3826","9369","11"
"6894","3824","9110","11"
"6899","3823","8727","11"
"6905","3828","9056","11"
"6910","3818","8710","11"
"6915","3833","9315","11"
"6920","3789","8424","11"
"6925","3813","8424","11"
"6930","3834","8444","11"
"6935","3839","8676","11"
"6940","3818","8357","11"
"6945","3817","9040","11"
"6951","3801","8407","11"
"6956","3815","9309","11"
"6961","3820","8434","11"
"6966","3836","8528","11"
"6971","3785","8195","11"
"6976","3799","8962","11"
"6981","3810","8225","11"
"6986","3788","8384","11"
"6992","3793","8451","11"
"6997","3802","8417","11"
"7002","3809","8727","11"
"7007","3797","8229","11"
"7012","3801","7966","11"
"7017","3817","8030","11"
"7022","3818","8340","11"
"7027","3815","8394","11"
"7033","3805","8427","11"
"7038","3797","8246","11"
"7043","3801","8124","11"
"7048","3799","8367","11"
"7053","3791","8225","11"
"7058","3793","8478","11"
"7063","3800","8306","11"
"7068","3793","9046","11"
"7074","3804","8676","11"
"7079","3785","8108","11"
"7084","3787","8834","11"
"7089","3790","8165","11"
"7094","3787","9393","11"
"7099","3808","8306","9"
"7104","3803","9046","9"
"7109","3787","8272","9"
"7115","3808","8727","9"
"7120","3793","9016","9"
"7125","3760","11320","9"
"7130","3811","8229","9"
"7135","3821","9211","9"
"7140","3811","8848","9"
"7145","3782","9144","9"
"7150","3808","8256","9"
"7156","3804","8666","9"
"7161","3785","9194","9"
"7166","3795","8427","9"
"7171","3795","8272","9"
"7176","3779","8340","9"
"7181","3801","8141","9"
"7186","3788","8666","9"
"7191","3769","8151","9"
"7196","3804","8394","9"
"7202","3795","8272","9"
"7207","3787","9134","9"
"7212","3798","8373","9"
"7217","3788","8064","9"
"7222","3760","8219","9"
"7227","3769","8114","9"
"7232","3788","8616","9"
"7237","3782","8696","9"
"7243","3796","8165","9"
"7248","3800","8272","9"
"7253","3800","8417","9"
"7258","3803","8158","9"
"7263","3768","8727","9"
"7268","3795","8340","9"
"7273","3796","8892","9"
"7278","3782","8313","9"
"7284","3796","8895","9"
"7289","3803","8390","9"
"7294","3810","8407","9"
"7299","3797","8515","9"
"7304","3794","8929","9"
"7309","3780","8592","9"
"7314","3791","8754","9"
"7320","3818","8488","9"
"7325","3810","8945","9"
"7330","3799","8168","9"
"7335","3775","8989","9"
"7340","3805","8528","9"
"7345","3810","8047","9"
"7350","3780","8333","9"
"7355","3809","8313","9"
"7360","3796","8091","9"
"7366","3788","8141","9"
"7371","3818","8195","9"
"7376","3789","8340","9"
"7381","3786","8141","9"
"7386","3809","8256","9"
"7391","3802","8289","9"
"7396","3813","8013","9"
"7401","3802","8013","9"
"7407","3793","8286","9"
"7412","3779","8299","9"
"7417","3795","8239","9"
"7422","3787","8135","9"
"7427","3777","8185","9"
"7432","3777","8424","6"
"7437","3772","8165","6"
"7442","3769","8787","6"
"7448","3784","8548","6"
"7453","3769","9332","6"
"7458","3779","8003","6"
"7463","3787","8858","6"
"7468","3782","8209","6"
"7473","3777","8720","6"
"7478","3787","8158","6"
"7483","3793","8945","6"
"7489","3761","8192","6"
"7494","3792","8817","6"
"7499","3790","8246","6"
"7504","3779","8636","6"
"7509","3800","8151","6"
"7514","3772","8979","6"
"7519","3780","8195","6"
"7524","3795","8098","6"
"7530","3785","8299","6"
"7535","3755","8131","6"
"7540","3790","7993","6"
"7545","3804","8030","6"
"7550","3772","8192","6"
"7555","3790","8394","6"
"7560","3766","8209","6"
"7565","3790","8316","6"
"7571","3787","8178","6"
"7576","3758","8064","6"
"7581","3780","8377","6"
"7586","3785","8209","6"
"7591","3771","8730","6"
"7596","3790","8229","6"
"7601","3787","8333","6"
"7606","3776","8360","6"
"7612","3782","8774","6"
"7617","3768","8841","6"
"7622","3801","9013","6"
"7627","3798","8377","6"
"7632","3787","8693","6"
"7637","3795","8239","6"
"7642","3777","8895","6"
"7647","3742","8239","6"
"7653","3783","8912","6"
"7658","3775","8367","6"
"7663","3759","8727","6"
"7668","3751","8158","6"
"7673","3775","8468","6"
"7678","3775","10473","6"
"7683","3750","8754","5"
"7688","3767","8246","5"
"7694","3758","7876","5"
"7699","3743","8168","5"
"7704","3766","8185","5"
"7709","3770","8185","5"
"7714","3759","8151","5"
"7719","3770","8347","5"
"7724","3774","7933","5"
"7730","3758","8895","5"
"7735","3766","7960","5"
"7740","3758","8434","5"
"7745","3753","8219","5"
"7750","3766","8360","5"
"7755","3793","7781","5"
"7760","3774","8027","5"
"7765","3756","8367","5"
"7770","3785","7859","5"
"7776","3758","8289","5"
"7781","3790","8730","5"
"7786","3764","8209","5"
"7791","3745","8727","5"
"7796","3768","8606","5"
"7801","3761","8764","5"
"7806","3782","8239","5"
"7812","3779","9107","5"
"7817","3753","8306","5"
"7822","3753","8686","5"
"7827","3790","8124","5"
"7832","3780","8737","5"
"7837","3776","8484","5"
"7842","3764","8942","4"
"7847","3785","8286","4"
"7852","3779","8727","4"
"7858","3769","8192","4"
"7863","3735","8316","4"
"7868","3779","8347","4"
"7873","3774","8306","4"
"7878","3769","8192","4"
"7883","3738","8713","4"
"7888","3766","8400","4"
"7893","3754","8330","4"
"7899","3766","8212","4"
"7904","3758","8158","4"
"7909","3753","7865","4"
"7914","3774","8047","4"
"7919","3774","8902","4"
"7924","3758","8289","4"
"7929","3758","8666","4"
"7934","3746","8908","4"
"7940","3779","9107","4"
"7945","3750","8306","4"
"7950","3764","8757","4"
"7955","3762","8400","4"
"7960","3767","8780","4"
"7965","3761","8286","4"
"7970","3740","8730","4"
"7976","3759","8599","4"
"7981","3751","9188","4"
"7986","3775","8427","4"
"7991","3758","8727","3"
"7996","3775","8151","3"
"8001","3774","8730","3"
"8006","3753","8209","3"
"8011","3760","8747","3"
"8016","3774","7899","3"
"8022","3751","9231","3"
"8027","3761","8252","3"
"8032","3761","8185","3"
"8037","3760","8360","3"
"8042","3755","8316","3"
"8047","3764","8151","3"
"8052","3760","8484","3"
"8057","3735","8158","3"
"8063","3769","8377","3"
"8068","3755","8390","3"
"8073","3785","8114","3"
"8078","3769","8373","3"
"8083","3753","8340","3"
"8088","3764","8158","3"
"8093","3735","8521","3"
"8098","3751","8390","3"
"8104","3748","8262","3"
"8109","3761","8360","3"
"8114","3743","8488","3"
"8119","3779","8417","3"
"8124","3767","8168","3"
"8129","3779","8747","3"
"8134","3753","8239","3"
"8139","3762","8969","3"
"8145","3762","8400","3"
"8150","3764","8875","3"
"8155","3774","8279","3"
"8160","3764","8757","3"
"8165","3741","8037","3"
"8170","3756","8743","3"
"8175","3767","8165","3"
"8180","3762","8791","3"
"8186","3766","8333","3"
"8191","3775","8757","3"
"8196","3774","8572","3"
"8201","3772","8912","3"
"8206","3764","8212","3"
"8211","3766","8313","3"
"8216","3791","8333","3"
"8221","3764","8225","3"
"8227","3787","8020","3"
"8232","3774","8212","3"
"8237","3758","8037","3"
"8242","3716","8495","2"
"8247","3756","8316","2"
"8252","3729","8239","2"
"8257","3755","8609","2"
"8262","3760","8360","2"
"8268","3750","8807","2"
"8273","3753","8212","2"
"8278","3758","8165","2"
"8283","3756","8434","2"
"8288","3750","8178","2"
"8293","3774","8373","2"
"8298","3753","8942","2"
"8303","3743","8515","2"
"8309","3756","9056","2"
"8314","3740","8333","2"
"8319","3748","8804","2"
"8324","3751","8360","2"
"8329","3758","8952","2"
"8334","3769","8780","2"
"8339","3739","9184","2"
"8344","3758","8135","2"
"8350","3740","8599","2"
"8355","3728","8340","2"
"8360","3749","8962","2"
"8365","3745","8333","2"
"8370","3744","8754","2"
"8375","3744","8158","2"
"8380","3740","8229","2"
"8385","3753","8108","2"
"8391","3765","8377","2"
"8396","3731","8229","2"
"8401","3732","8606","1"
"8406","3726","8185","1"
"8411","3740","8091","1"
"8416","3736","8269","1"
"8421","3737","8141","1"
"8426","3749","8027","1"
"8432","3745","8158","1"
"8437","3728","8495","1"
"8442","3747","7751","1"
"8447","3745","8091","1"
"8452","3728","8289","1"
"8457","3734","8575","1"
"8462","3732","8548","1"
"8467","3744","8135","1"
"8473","3732","8239","1"
"8478","3759","8912","1"
"8483","3741","8417","1"
"8488","3706","8649","1"
"8493","3743","8101","1"
"8498","3723","9077","1"
"8503","3749","8350","1"
"8508","3736","8696","1"
"8514","3733","8141","1"
"8519","3736","8787","1"
"8524","3732","8246","1"
"8529","3743","8774","1"
"8534","3732","8807","1"
"8539","3730","8942","1"
"8544","3733","8195","1"
"8549","3725","8666","1"
"8555","3733","8377","1"
"8560","3736","8269","1"
"8565","3741","8165","1"
"8570","3740","8360","1"
"8575","3735","8279","1"
"8580","3730","8246","1"
"8585","3735","8195","1"
"8590","3725","8390","1"
"8596","3720","8299","1"
"8601","3710","8347","1"
"8606","3730","7876","1"
"8611","3735","8219","1"
"8616","3712","8252","1"
"8621","3730","8720","1"
"8626","3741","8373","1"
"8631","3728","8394","1"
"8637","3709","8461","1"
"8642","3741","8289","1"
"8647","3749","8686","1"
"8652","3728","8347","1"
"8657","3731","8367","1"
"8662","3738","8101","1"
"8667","3738","8979","1"
"8672","3720","8360","1"
"8678","3718","8935","1"
"8683","3738","8316","1"
"8688","3731","8814","1"
"8693","3704","8054","1"
"8698","3694","8743","1"
"8703","3730","8279","1"
"8708","3722","8299","1"
"8714","3717","7966","1"
"8719","3718","8360","1"
"8724","3718","8289","1"
"8729","3731","8091","1"
"8734","3738","8141","1"
"8739","3733","8407","1"
"8744","3725","7966","1"
"8749","3705","8616","1"
"8755","3734","8434","1"
"8760","3707","8098","1"
"8765","3715","8074","1"
"8770","3691","9117","1"
"8775","3739","8468","1"
"8780","3715","7892","1"
"8785","3707","8360","1"
"8790","3734","8400","1"
"8796","3720","8875","1"
"8801","3712","8141","1"
"8806","3731","8572","1"
"8811","3704","8165","1"
"8816","3710","8683","1"
"8821","3719","8347","1"
"8826","3711","8929","1"
"8831","3713","8108","1"
"8837","3716","8929","1"
"8842","3703","8367","1"
"8847","3711","8743","1"
"8852","3716","8209","1"
"8857","3708","9083","1"
"8862","3700","8400","1"
"8867","3724","8262","1"
"8872","3698","8246","1"
"8878","3722","8158","1"
"8883","3724","8367","1"
"8888","3729","8572","1"
"8893","3724","8269","1"
"8898","3719","8124","1"
"8903","3722","8347","1"
"8908","3710","7832","1"
"8913","3713","8158","1"
"8919","3697","8390","1"
"8924","3722","8108","1"
"8929","3681","8219","1"
"8934","3721","8131","1"
"8939","3734","8209","1"
"8944","3711","8212","1"
"8949","3728","8316","1"
"8954","3731","8367","1"
"8960","3708","8209","1"
"8965","3732","8434","1"
"8970","3721","7849","1"
"8975","3686","8865","1"
"8980","3718","8417","1"
"8985","3728","8912","1"
"8990","3737","8195","1"
"8995","3711","9255","1"
"9001","3731","8272","1"
"9006","3716","8814","1"
"9011","3726","8185","1"
"9016","3723","8622","1"
"9021","3721","8209","1"
"9026","3687","9288","1"
"9031","3705","8209","1"
"9036","3711","8942","1"
"9042","3707","8165","1"
"9047","3720","8962","1"
"9052","3721","8151","1"
"9057","3715","8108","1"
"9062","3731","8743","1"
"9067","3716","8124","1"
"9072","3726","8279","1"
"9077","3703","8377","1"
"9083","3721","8219","1"
"9088","3713","8340","1"
"9093","3731","8340","1"
"9098","3694","8229","1"
"9103","3721","8313","1"
"9108","3731","8373","1"
"9113","3710","8306","1"
"9118","3700","8424","1"
"9124","3695","8377","1"
"9129","3710","8003","1"
"9134","3708","8013","1"
"9139","3731","8367","1"
"9144","3715","8962","1"
"9149","3731","8400","1"
"9154","3711","9140","1"
"9159","3731","8252","1"
"9165","3700","8780","1"
"9170","3718","8151","1"
"9175","3660","8720","1"
"9180","3693","8135","1"
"9185","3685","9288","1"
"9190","3701","8124","1"
"9195","3713","8986","1"
"9200","3697","8212","1"
"9206","3703","9719","1"
"9211","3687","8952","1"
"9216","3701","8881","1"
"9221","3697","8306","1"
"9226","3689","8306","1"
"9231","3685","8495","1"
"9236","3693","8037","1"
"9241","3677","8219","1"
"9247","3671","8195","1"
"9252","3700","8209","1"
"9257","3679","8289","1"
"9262","3695","8219","1"
"9267","3681","8256","1"
"9272","3685","8390","1"
"9277","3681","8727","1"
"9282","3684","8390","1"
"9288","3685","8373","1"
"9293","3727","8219","1"
"9298","3715","8333","1"
"9303","3711","7980","1"
"9308","3696","8219","1"
"9313","3693","8532","1"
"9318","3706","7798","1"
"9323","3709","9134","1"
"9329","3717","8074","1"
"9334","3715","8747","1"
"9339","3711","8279","1"
"9344","3711","8572","1"
"9349","3693","8252","1"
"9354","3725","8814","1"
"9359","3732","8417","1"
"9364","3720","8770","1"
"9370","3701","8696","1"
"9375","3703","8814","1"
"9380","3709","8141","1"
"9385","3709","8996","1"
"9390","3704","8340","1"
"9395","3714","8929","1"
"9400","3701","7889","1"
"9405","3707","8538","1"
"9410","3701","8135","1"
"9416","3688","8484","1"
"9421","3709","8330","1"
"9426","3688","8330","1"
"9431","3700","8151","1"
"9436","3700","8165","1"
"9441","3700","8158","1"
"9446","3703","8407","1"
"9451","3688","8098","1"
"9457","3682","8114","1"
"9462","3704","8333","1"
"9467","3683","8195","1"
"9472","3693","8286","1"
"9477","3688","8299","1"
"9482","3696","8373","1"
"9487","3693","8192","1"
"9492","3683","9029","1"
"9498","3706","8394","1"
"9503","3703","8757","1"
"9508","3701","8521","1"
"9513","3680","8727","1"
"9518","3683","8165","1"
"9523","3664","8333","1"
"9528","3689","8219","1"
"9533","3675","8945","1"
"9539","3691","7859","1"
"9544","3667","9073","1"
"9549","3667","8360","1"
"9554","3681","9167","1"
"9559","3667","8643","1"
"9564","3655","8626","1"
"9569","3673","8400","1"
"9574","3694","8868","1"
"9580","3689","7876","1"
"9585","3689","8178","1"
"9590","3694","8632","1"
"9595","3681","8340","1"
"9600","3676","8528","1"
"9605","3679","8451","1"
"9610","3668","8178","1"
"9615","3695","8158","1"
"9621","3683","8373","1"
"9626","3689","8209","1"
"9631","3683","8373","1"
"9636","3689","8313","1"
"9641","3681","8114","1"
"9646","3685","8185","1"
"9651","3680","8306","1"
"9656","3672","8424","1"
"9662","3687","8269","1"
"9667","3695","8286","1"
"9672","3672","8929","1"
"9677","3661","8484","1"
"9682","3695","8727","1"
"9687","3664","8666","1"
"9692","3685","8841","1"
"9697","3699","7933","1"
"9703","3675","8807","1"
"9708","3672","8151","1"
"9713","3674","9201","1"
"9718","3688","8209","1"
"9723","3682","9410","1"
"9728","3679","8400","1"
"9733","3650","9625","1"
"9738","3677","9201","1"
"9744","3677","8929","1"
"9749","3662","8151","1"
"9754","3648","7849","1"
"9759","3669","8212","1"
"9764","3664","8101","1"
"9769","3674","8185","1"
"9774","3678","8299","1"
"9779","3691","8515","1"
"9785","3672","8289","1"
"9790","3672","9188","1"
"9795","3659","8390","1"
"9800","3683","8333","1"
"9805","3669","8239","1"
"9810","3690","8299","1"
"9815","3650","8390","1"
"9820","3677","8286","1"
"9825","3648","8219","1"
"9831","3651","8114","1"
"9836","3653","8178","1"
"9841","3683","8037","1"
"9846","3633","8306","1"
"9851","3662","8942","1"
"9856","3678","8394","1"
"9861","3659","8720","1"
"9866","3659","9315","1"
"9872","3646","8841","1"
"9877","3664","8390","1"
"9882","3637","8780","1"
"9887","3665","7832","1"
"9892","3660","8952","1"
"9897","3653","8350","1"
"9902","3671","8747","1"
"9907","3645","8165","1"
"9913","3669","8952","1"
"9918","3669","8195","1"
"9923","3669","8572","1"
"9928","3658","8511","1"
"9933","3663","8693","1"
"9938","3661","8360","1"
"9943","3644","8289","1"
"9948","3647","8209","1"
"9954","3618","8360","1"
"9959","3652","8225","1"
"9964","3639","8165","1"
"9969","3644","8609","1"
"9974","3644","8316","1"
"9979","3652","8229","1"
"9984","3661","9231","1"
"9989","3634","8225","1"
"9995","3647","8124","1"
"10000","3650","8444","1"
"10005","3650","8360","1"
"10010","3657","8252","1"
"10015","3652","8098","1"
"10020","3662","8727","1"
"10025","3634","8357","1"
"10030","3660","8895","1"
"10036","3652","8478","1"
"10041","3642","8935","1"
"10046","3652","8384","1"
"10051","3641","8935","1"
"10056","3665","8168","1"
"10061","3671","8727","1"
"10066","3652","8289","1"
"10071","3644","8902","1"
"10077","3652","8272","1"
"10082","3655","8599","1"
"10087","3662","8262","1"
"10092","3636","8770","1"
"10097","3665","8340","1"
"10102","3655","9659","1"
"10107","3660","8367","1"
"10112","3642","8511","1"
"10118","3653","8515","1"
"10123","3643","8996","1"
"10128","3621","8141","1"
"10133","3653","8377","1"
"10138","3651","8488","1"
"10143","3656","8151","1"
"10148","3629","8225","1"
"10153","3653","8054","1"
"10159","3659","9134","1"
"10164","3647","8367","1"
"10169","3643","8151","1"
"10174","3656","7943","1"
"10179","3637","8299","1"
"10184","3610","8316","1"
"10189","3656","8747","1"
"10194","3631","8027","1"
"10200","3642","8575","1"
"10205","3659","8791","1"
"10210","3640","9127","1"
"10215","3647","8185","1"
"10220","3626","8686","1"
"10225","3626","8286","1"
"10230","3643","8912","1"
"10235","3631","8225","1"
"10241","3652","8881","1"
"10246","3621","8390","1"
"10251","3632","9352","1"
"10256","3623","8286","1"
"10261","3637","8730","1"
"10266","3644","8064","1"
"10271","3629","8807","1"
"10276","3664","7966","1"
"10282","3650","8256","1"
"10287","3634","8165","1"
"10292","3637","8108","1"
"10297","3642","8484","1"
"10302","3640","8330","1"
"10307","3632","8407","1"
"10312","3626","8195","1"
"10317","3653","8225","1"
"10323","3636","8212","1"
"10328","3650","8098","1"
"10333","3620","8124","1"
"10338","3610","8219","1"
"10343","3639","8289","1"
"10348","3644","8131","1"
"10353","3652","8141","1"
"10358","3640","9265","1"
"10364","3641","8151","1"
"10369","3659","8807","1"
"10374","3660","9023","1"
"10379","3638","8737","1"
"10384","3649","8865","1"
"10389","3636","8935","1"
"10394","3651","8185","1"
"10399","3652","9336","1"
"10405","3644","8212","1"
"10410","3614","8881","1"
"10415","3644","8108","1"
"10420","3648","8895","1"
"10425","3646","8478","1"
"10430","3590","8212","1"
"10435","3635","8246","1"
"10441","3644","8575","1"
"10446","3659","8340","1"
"10451","3644","8158","1"
"10456","3643","8814","1"
"10461","3640","8461","1"
"10466","3638","8030","1"
"10471","3654","8131","1"
"10476","3652","8151","1"
"10481","3666","8299","1"
"10487","3662","8195","1"
"10492","3645","8347","1"
"10497","3657","8299","1"
"10502","3644","8316","1"
"10507","3650","8360","1"
"10512","3658","7953","1"
"10517","3663","9228","1"
"10523","3628","8091","1"
"10528","3636","8676","1"
"10533","3647","7906","1"
"10538","3662","8727","1"
"10543","3652","8347","1"
"10548","3655","8743","1"
"10553","3657","8407","1"
"10558","3665","8824","1"
"10563","3655","8192","1"
"10569","3662","9003","1"
"10574","3649","8350","1"
"10579","3652","8437","1"
"10584","3658","8151","1"
"10589","3641","8868","1"
"10594","3648","8653","1"
"10599","3653","8754","1"
"10604","3675","8209","1"
"10610","3643","8727","1"
"10615","3658","8256","1"
"10620","3670","8272","1"
"10625","3640","8340","1"
"10630","3643","8246","1"
"10635","3640","8400","1"
"10640","3649","8252","1"
"10645","3662","9093","1"
"10651","3640","8158","1"
"10656","3670","8272","1"
"10661","3653","8195","1"
"10666","3667","7761","1"
"10671","3646","8195","1"
"10676","3651","8114","1"
"10681","3653","8330","1"
"10686","3667","8168","1"
"10692","3662","8875","1"
"10697","3649","8219","1"
"10702","3651","8676","1"
"10707","3654","8817","1"
"10712","3610","8306","1"
"10717","3651","8754","1"
"10722","3643","8158","1"
"10727","3636","8743","1"
"10733","3620","8165","1"
"10738","3626","9171","1"
"10743","3657","8360","1"
"10748","3610","8814","1"
"10753","3626","8357","1"
"10758","3601","8757","1"
"10763","3620","8360","1"
"10768","3641","8935","1"
"10774","3636","8252","1"
"10779","3630","8696","1"
"10784","3633","8256","1"
"10789","3620","8013","1"
"10794","3646","8141","1"
"10799","3635","8313","1"
"10804","3626","7781","1"
"10809","3651","7872","1"
"10815","3605","7872","1"
"10820","3628","7781","1"
"10825","3646","7980","1"
"10830","3656","7987","1"
"10835","3620","7876","1"
"10840","3644","7832","1"
"10845","3656","7768","1"
"10850","3644","7616","1"
"10856","3644","8495","1"
"10861","3656","7795","1"
"10866","3633","7876","1"
"10871","3648","8212","1"
"10876","3633","7805","1"
"10881","3640","8098","1"
"10886","3648","8582","1"
"10891","3631","8091","1"
"10897","3648","8367","1"
"10902","3644","7842","1"
"10907","3631","8532","1"
"10912","3602","8252","1"
"10917","3638","8925","1"
"10922","3656","8252","1"
"10927","3620","8373","1"
"10932","3635","7778","1"
"10938","3643","8582","1"
"10943","3621","7633","1"
"10948","3604","8505","1"
"10953","3618","7717","1"
"10958","3630","8013","1"
"10963","3626","7980","1"
"10968","3630","7966","1"
"10973","3628","8272","1"
"10979","3613","8202","1"
"10984","3631","7788","1"
"10989","3612","8135","1"
"10994","3623","8262","1"
"10999","3621","8219","1"
"11004","3612","8003","1"
"11009","3639","7872","1"
"11014","3605","7849","1"
"11020","3596","8340","1"
"11025","3621","8427","1"
"11030","3597","11647","1"
"11035","3621","8013","1"
"11040","3631","8141","1"
"11045","3617","8013","1"
"11050","3610","8192","1"
"11055","3626","8330","1"
"11061","3626","7364","1"
"11066","3632","8360","1"
"11071","3643","7892","1"
"11076","3635","8400","1"
"11081","3632","8071","1"
"11086","3616","8831","1"
"11091","3622","8289","1"
"11096","3637","8515","1"
"11102","3637","9201","1"
"11107","3650","9309","1"
"11112","3609","8135","1"
"11117","3622","8902","1"
"11122","3629","8074","1"
"11127","3629","8962","1"
"11132","3640","8141","1"
"11137","3613","7822","1"
"11143","3630","7916","1"
"11148","3619","8511","1"
"11153","3601","8219","1"
"11158","3634","8219","1"
"11163","3640","9046","1"
"11168","3622","7976","1"
"11173","3629","8168","1"
"11178","3619","8582","1"
"11184","3577","7993","1"
"11189","3593","7815","1"
"11194","3617","7781","1"
"11199","3593","7788","1"
"11204","3591","8390","1"
"11209","3608","8488","1"
"11214","3616","8178","1"
"11219","3624","8027","1"
"11225","3619","8548","1"
"11230","3614","8141","1"
"11235","3612","8929","1"
"11240","3624","7906","1"
"11245","3617","8824","1"
"11250","3570","8394","1"
"11255","3608","8780","1"
"11260","3611","8135","1"
"11266","3620","8925","1"
"11271","3611","8064","1"
"11276","3595","8400","1"
"11281","3590","8114","1"
"11286","3580","8461","1"
"11291","3604","8515","1"
"11296","3617","8357","1"
"11301","3591","7993","1"
"11307","3574","8330","1"
"11312","3593","8451","1"
"11317","3585","8256","1"
"11322","3593","8219","1"
"11327","3590","8131","1"
"11332","3588","8367","1"
"11337","3590","8246","1"
"11342","3594","7889","1"
"11348","3580","7771","1"
"11353","3580","8168","1"
"11358","3586","8168","1"
"11363","3578","7839","1"
"11368","3577","7943","1"
"11373","3583","7987","1"
"11378","3574","7980","1"
"11383","3590","8743","1"
"11389","3583","8020","1"
"11394","3582","7744","1"
"11399","3578","7546","1"
"11404","3591","8962","1"
"11409","3591","8400","1"
"11414","3580","8384","1"
"11419","3590","7452","1"
"11424","3588","8484","1"
"11430","3567","8158","1"
"11435","3595","8666","1"
"11440","3583","7906","1"
"11445","3575","8814","1"
"11450","3609","8246","1"
"11455","3583","8478","1"
"11460","3598","8895","1"
"11465","3575","8895","1"
"11471","3598","7630","1"
"11476","3561","8484","1"
"11481","3596","7738","1"
"11486","3601","8347","1"
"11491","3590","8306","1"
"11496","3596","7919","1"
"11501","3585","8262","1"
"11506","3590","7966","1"
"11512","3596","8390","1"
"11517","3570","8444","1"
"11522","3583","7633","1"
"11527","3572","7778","1"
"11532","3599","7795","1"
"11537","3582","7970","1"
"11542","3599","8229","1"
"11547","3566","8340","1"
"11553","3593","7970","1"
"11558","3562","7849","1"
"11563","3591","7993","1"
"11568","3578","8532","1"
"11573","3570","7933","1"
"11578","3591","8330","1"
"11583","3583","8333","1"
"11588","3617","7926","1"
"11594","3609","8357","1"
"11599","3562","8047","1"
"11604","3596","8333","1"
"11609","3574","8108","1"
"11614","3585","8622","1"
"11619","3562","8434","1"
"11624","3588","8558","1"
"11629","3582","8027","1"
"11635","3569","8272","1"
"11640","3595","7805","1"
"11645","3551","8451","1"
"11650","3583","7839","1"
"11655","3585","8400","1"
"11660","3572","7788","1"
"11665","3604","8754","1"
"11670","3585","8299","1"
"11676","3564","7812","1"
"11681","3567","8135","1"
"11686","3588","8040","1"
"11691","3580","7997","1"
"11696","3583","8131","1"
"11701","3575","7997","1"
"11706","3577","7960","1"
"11711","3566","7781","1"
"11717","3578","7771","1"
"11722","3542","7933","1"
"11727","3574","7815","1"
"11732","3577","7623","1"
"11737","3566","8390","1"
"11742","3578","8225","1"
"11747","3567","8195","1"
"11752","3582","7623","1"
"11758","3572","7839","1"
"11763","3589","9117","1"
"11768","3539","7943","1"
"11773","3567","8643","1"
"11778","3576","7805","1"
"11783","3567","8962","1"
"11788","3552","7781","1"
"11793","3575","8313","1"
"11799","3562","8279","1"
"11804","3573","9248","1"
"11809","3562","7889","1"
"11814","3555","8841","1"
"11819","3542","7849","1"
"11824","3549","8686","1"
"11829","3546","7919","1"
"11834","3552","8427","1"
"11840","3562","8478","1"
"11845","3568","7657","1"
"11850","3567","8918","1"
"11855","3552","8289","1"
"11860","3571","7943","1"
"11865","3555","7926","1"
"11870","3541","7950","1"
"11875","3563","7889","1"
"11881","3547","8229","1"
"11886","3569","7721","1"
"11891","3572","7418","1"
"11896","3571","7953","1"
"11901","3561","7953","1"
"11906","3574","7842","1"
"11911","3553","8219","1"
"11916","3572","8252","1"
"11922","3563","7805","1"
"11927","3558","8357","1"
"11932","3539","7778","1"
"11937","3561","8074","1"
"11942","3556","8532","1"
"11947","3536","7781","1"
"11952","3563","8407","1"
"11957","3558","7872","1"
"11963","3563","8545","1"
"11968","3564","7781","1"
"11973","3563","9171","1"
"11978","3564","8400","1"
"11983","3545","9524","1"
"11988","3566","7953","1"
"11993","3568","8400","1"
"11998","3554","7960","1"
"12004","3549","8743","1"
"12009","3544","7980","1"
"12014","3534","8367","1"
"12019","3536","8360","1"
"12024","3555","7815","1"
"12029","3554","9093","1"
"12034","3563","8394","1"
"12039","3554","7717","1"
"12045","3563","8158","1"
"12050","3542","8219","1"
"12055","3562","7812","1"
"12060","3549","7761","1"
"12065","3526","7657","1"
"12070","3571","7761","1"
"12075","3559","7613","1"
"12080","3549","7842","1"
"12086","3557","7987","1"
"12091","3554","8484","1"
"12096","3542","8299","1"
"12101","3547","9134","1"
"12106","3555","7778","1"
"12111","3557","8390","1"
"12116","3572","8229","1"
"12121","3572","8195","1"
"12127","3561","7751","1"
"12132","3566","8710","1"
"12137","3551","8256","1"
"12142","3561","8488","1"
"12147","3561","8279","1"
"12152","3550","8592","1"
"12157","3550","7788","1"
"12162","3561","8710","1"
"12168","3556","7899","1"
"12173","3570","8972","1"
"12178","3566","7660","1"
"12183","3550","8424","1"
"12188","3566","7832","1"
"12193","3570","8037","1"
"12198","3548","8101","1"
"12203","3564","7778","1"
"12209","3566","8269","1"
"12214","3556","8178","1"
"12219","3562","9992","1"
"12224","3562","7778","1"
"12229","3575","7876","1"
"12234","3545","8367","1"
"12239","3551","7876","1"
"12245","3546","8195","1"
"12250","3546","7987","1"
"12255","3559","8373","1"
"12260","3548","8219","1"
"12265","3562","7926","1"
"12270","3553","7842","1"
"12275","3522","7751","1"
"12280","3545","8703","1"
"12286","3537","7650","1"
"12291","3554","9046","1"
"12296","3556","7805","1"
"12301","3559","8347","1"
"12306","3535","7892","1"
"12311","3537","8730","1"
"12316","3551","8333","1"
"12321","3533","8333","1"
"12327","3546","8330","1"
"12332","3553","8757","1"
"12337","3566","8299","1"
"12342","3535","9140","1"
"12347","3553","7892","1"
"12352","3541","8929","1"
"12357","3546","7778","1"
"12362","3541","8360","1"
"12367","3549","8239","1"
"12373","3551","7889","1"
"12378","3567","7899","1"
"12383","3541","8511","1"
"12388","3541","7751","1"
