"Time (s)","Volts (mV)","Power (mW)","Remaining %"
"11145","3600","8081","17"
"11150","3614","8064","17"
"11156","3624","8212","17"
"11161","3603","8135","17"
"11166","3624","8279","17"
"11171","3640","8269","17"
"11176","3603","9040","17"
"11181","3624","8071","17"
"11186","3611","8047","17"
"11191","3625","8165","17"
"11197","3625","7822","17"
"11202","3588","8114","17"
"11207","3606","8229","17"
"11212","3624","7778","17"
"11217","3609","8333","17"
"11222","3616","8468","17"
"11227","3627","8286","17"
"11232","3627","7892","17"
"11238","3619","8252","17"
"11243","3629","8952","17"
"11248","3630","8918","17"
"11253","3610","7960","17"
"11258","3618","8865","17"
"11263","3586","8286","17"
"11268","3636","8757","17"
"11273","3625","8565","17"
"11279","3604","8373","17"
"11284","3621","8360","17"
"11289","3621","9652","17"
"11294","3618","8407","17"
"11299","3615","8747","17"
"11304","3613","8212","17"
"11309","3617","8666","17"
"11314","3621","7583","17"
"11320","3617","8427","17"
"11325","3621","8135","17"
"11330","3581","8424","17"
"11335","3588","8360","17"
"11340","3604","8495","17"
"11345","3610","8202","17"
"11350","3610","7872","17"
"11355","3578","8165","17"
"11361","3604","8202","17"
"11366","3607","8289","17"
"11371","3604","8246","16"
"11376","3615","8313","16"
"11381","3599","8256","16"
"11386","3597","7966","16"
"11391","3602","8040","16"
"11396","3604","8091","16"
"11402","3596","8168","16"
"11407","3597","8394","16"
"11412","3610","8649","16"
"11417","3597","8390","16"
"11422","3610","8168","16"
"11427","3597","8417","16"
"11432","3599","8124","16"
"11437","3594","8636","16"
"11443","3604","8101","16"
"11448","3602","8929","16"
"11453","3599","8390","16"
"11458","3584","9426","16"
"11463","3602","8333","16"
"11468","3596","8979","16"
"11473","3602","8246","16"
"11478","3599","8770","16"
"11484","3597","8037","16"
"11489","3613","8727","16"
"11494","3602","7987","16"
"11499","3582","8609","16"
"11504","3606","8669","16"
"11509","3608","7936","16"
"11514","3587","8124","16"
"11519","3590","8239","16"
"11525","3592","8347","16"
"11530","3600","7889","16"
"11535","3614","8158","16"
"11540","3597","8124","16"
"11545","3619","8114","16"
"11550","3600","8225","16"
"11555","3589","8135","16"
"11560","3587","8091","16"
"11566","3603","8286","16"
"11571","3582","8246","16"
"11576","3592","8468","16"
"11581","3600","8252","16"
"11586","3592","8357","16"
"11591","3613","7889","16"
"11596","3600","8572","16"
"11601","3595","8252","16"
"11606","3594","8693","16"
"11612","3580","8279","16"
"11617","3602","8737","16"
"11622","3601","8229","16"
"11627","3583","8683","16"
"11632","3559","7943","16"
"11637","3582","8955","15"
"11642","3598","8299","15"
"11647","3585","8952","15"
"11653","3594","8131","15"
"11658","3564","8807","15"
"11663","3583","8114","15"
"11668","3574","8962","15"
"11673","3598","7872","15"
"11678","3545","8545","15"
"11683","3585","8256","15"
"11688","3564","8367","15"
"11694","3580","8027","15"
"11699","3582","8135","15"
"11704","3583","8151","15"
"11709","3585","7781","15"
"11714","3575","8020","15"
"11719","3580","8027","15"
"11724","3579","8306","15"
"11729","3579","7919","15"
"11735","3586","8360","15"
"11740","3576","8151","15"
"11745","3568","8515","15"
"11750","3581","7997","15"
"11755","3573","7408","15"
"11760","3579","7892","15"
"11765","3583","7970","15"
"11770","3559","8108","15"
"11776","3583","8175","15"
"11781","3559","8229","15"
"11786","3571","8515","15"
"11791","3589","7812","15"
"11796","3554","8669","15"
"11801","3570","8313","15"
"11806","3562","8239","14"
"11811","3578","8340","14"
"11817","3583","8669","14"
"11822","3587","8185","14"
"11827","3592","8686","14"
"11832","3581","7553","14"
"11837","3591","8333","14"
"11842","3586","8114","14"
"11847","3573","8865","14"
"11852","3573","8054","14"
"11858","3586","8868","14"
"11863","3538","8098","14"
"11868","3571","8279","14"
"11873","3579","8427","14"
"11878","3566","7960","14"
"11883","3571","7788","14"
"11888","3542","7970","14"
"11893","3568","7943","14"
"11899","3555","7616","14"
"11904","3566","7960","14"
"11909","3570","7744","14"
"11914","3547","8040","14"
"11919","3563","8269","14"
"11924","3566","7872","13"
"11929","3547","8296","13"
"11934","3574","7936","13"
"11940","3558","7583","13"
"11945","3581","7889","13"
"11950","3563","7754","13"
"11955","3570","7960","13"
"11960","3576","7993","13"
"11965","3581","8713","13"
"11970","3586","7522","13"
"11975","3572","11822","13"
"11980","3572","8787","13"
"11986","3568","8643","13"
"11991","3588","7876","13"
"11996","3599","8538","13"
"12001","3555","7865","13"
"12006","3572","8918","13"
"12011","3592","8054","13"
"12016","3581","8124","13"
"12021","3584","7839","13"
"12027","3568","8710","13"
"12032","3580","8195","13"
"12037","3563","8804","13"
"12042","3568","7616","13"
"12047","3575","8515","13"
"12052","3547","7936","13"
"12057","3576","8444","13"
"12062","3573","8394","13"
"12068","3563","7889","13"
"12073","3565","7768","13"
"12078","3580","8040","13"
"12083","3555","8333","13"
"12088","3576","7872","13"
"12093","3563","7899","13"
"12098","3554","7839","13"
"12103","3572","8158","13"
"12109","3570","7509","13"
"12114","3555","7754","13"
"12119","3581","7953","13"
"12124","3592","8229","13"
"12129","3576","7613","13"
"12134","3580","7398","13"
"12139","3573","7966","13"
"12144","3555","8289","13"
"12150","3559","8488","13"
"12155","3572","8929","13"
"12160","3572","7442","13"
"12165","3560","8313","13"
"12170","3573","7781","13"
"12175","3589","8347","13"
"12180","3586","7717","13"
"12185","3536","8538","13"
"12190","3575","7936","13"
"12196","3554","8693","13"
"12201","3588","7950","13"
"12206","3566","8417","13"
"12211","3554","8192","13"
"12216","3564","8710","13"
"12221","3542","7734","13"
"12226","3574","8330","13"
"12231","3585","7734","13"
"12237","3575","8659","13"
"12242","3562","8696","13"
"12247","3566","7812","13"
"12252","3561","7849","13"
"12257","3582","7966","13"
"12262","3582","8225","13"
"12267","3566","8158","13"
"12272","3553","8010","13"
"12278","3564","8047","13"
"12283","3582","7442","13"
"12288","3569","8212","13"
"12293","3550","8256","13"
"12298","3575","7859","12"
"12303","3570","7987","12"
"12308","3559","7738","12"
"12313","3566","7812","12"
"12319","3557","8306","12"
"12324","3560","7993","12"
"12329","3577","8135","12"
"12334","3568","8686","12"
"12339","3568","7980","12"
"12344","3552","8636","12"
"12349","3577","7997","12"
"12354","3574","8495","12"
"12360","3569","8340","12"
"12365","3568","8010","12"
"12370","3563","7943","12"
"12375","3568","7980","12"
"12380","3565","8165","12"
"12385","3577","8306","12"
"12390","3577","7987","12"
"12395","3565","8306","12"
"12401","3569","7398","12"
"12406","3560","8683","12"
"12411","3568","7563","12"
"12416","3552","8299","12"
"12421","3548","7987","12"
"12426","3553","8101","12"
"12431","3566","7728","12"
"12436","3554","7751","12"
"12442","3566","7751","12"
"12447","3537","8945","12"
"12452","3558","7795","12"
"12457","3548","8478","12"
"12462","3559","7933","12"
"12467","3575","7997","12"
"12472","3562","8091","12"
"12477","3550","8299","12"
"12483","3582","7573","12"
"12488","3554","7660","12"
"12493","3545","7485","12"
"12498","3570","7805","12"
"12503","3561","7960","12"
"12508","3546","8091","12"
"12513","3548","7633","12"
"12518","3553","8114","12"
"12524","3570","8394","12"
"12529","3559","8027","12"
"12534","3566","8165","12"
"12539","3564","7889","12"
"12544","3558","8219","12"
"12549","3537","7435","12"
"12554","3538","8747","12"
"12559","3569","7788","12"
"12565","3561","8925","12"
"12570","3566","7876","12"
"12575","3548","9063","12"
"12580","3574","7865","12"
"12585","3551","8454","12"
"12590","3556","7485","12"
"12595","3535","8114","12"
"12600","3569","7876","12"
"12606","3553","9117","12"
"12611","3582","7960","12"
"12616","3542","7401","12"
"12621","3562","7960","12"
"12626","3562","8135","12"
"12631","3551","8081","12"
"12636","3561","7717","12"
"12641","3550","7734","12"
"12647","3577","7936","12"
"12652","3553","7553","12"
"12657","3566","7795","12"
"12662","3529","7832","12"
"12667","3543","7701","12"
"12672","3556","7916","12"
"12677","3551","7717","12"
"12682","3561","8407","12"
"12687","3550","7717","12"
"12693","3553","8892","12"
"12698","3551","7771","12"
"12703","3567","8727","12"
"12708","3572","8286","12"
"12713","3569","8774","12"
"12718","3540","7839","12"
"12723","3540","8256","12"
"12728","3556","7418","12"
"12734","3521","8511","12"
"12739","3545","7754","12"
"12744","3543","8666","12"
"12749","3566","8114","11"
"12754","3540","8192","11"
"12759","3543","8299","11"
"12764","3537","8195","11"
"12769","3559","7512","11"
"12775","3562","8101","11"
"12780","3543","7778","11"
"12785","3555","8148","11"
"12790","3558","8098","11"
"12795","3545","7953","11"
"12800","3549","8505","11"
"12805","3545","7754","11"
"12810","3553","8373","11"
"12816","3542","7993","11"
"12821","3557","7970","11"
"12826","3553","8047","11"
"12831","3542","8141","11"
"12836","3523","8316","11"
"12841","3516","7936","11"
"12846","3560","7738","11"
"12851","3555","8081","11"
"12857","3547","7980","11"
"12862","3547","8286","11"
"12867","3534","7771","11"
"12872","3537","7899","11"
"12877","3550","7734","11"
"12882","3547","8313","11"
"12887","3561","7734","11"
"12892","3539","8313","11"
"12898","3547","7889","11"
"12903","3556","8313","11"
"12908","3543","8108","11"
"12913","3558","8622","11"
"12918","3537","8081","11"
"12923","3542","8515","11"
"12928","3545","8091","11"
"12933","3513","8185","11"
"12939","3553","7522","11"
"12944","3542","8743","11"
"12949","3546","7553","11"
"12954","3553","8010","11"
"12959","3538","8108","11"
"12964","3559","7761","11"
"12969","3548","8202","11"
"12974","3519","8124","11"
"12980","3542","7243","11"
"12985","3546","7667","11"
"12990","3537","7556","11"
"12995","3553","7728","10"
"13000","3538","7694","10"
"13005","3537","8064","10"
"13010","3537","7822","10"
"13015","3553","7431","10"
"13021","3537","7512","10"
"13026","3516","8306","10"
"13031","3532","8013","10"
"13036","3543","8064","10"
"13041","3537","7734","10"
"13046","3532","8377","10"
"13051","3553","7711","10"
"13056","3517","7734","9"
"13062","3529","8256","9"
"13067","3522","7509","9"
"13072","3525","8814","9"
"13077","3516","8091","9"
"13082","3517","8955","9"
"13087","3532","8313","9"
"13092","3506","12003","9"
"13097","3530","8417","9"
"13103","3521","8532","9"
"13108","3537","7933","9"
"13113","3506","8212","9"
"13118","3522","7778","9"
"13123","3519","8572","9"
"13128","3545","7953","9"
"13133","3543","8451","9"
"13138","3536","7943","9"
"13144","3528","8367","9"
"13149","3529","8246","9"
"13154","3502","8225","9"
"13159","3537","7970","9"
"13164","3524","8306","9"
"13169","3524","7778","9"
"13174","3526","8340","9"
"13179","3553","7721","9"
"13185","3540","7754","9"
"13190","3545","7728","9"
"13195","3529","7822","9"
"13200","3536","8330","9"
"13205","3529","7657","9"
"13210","3529","8548","9"
"13215","3528","7919","9"
"13220","3515","7717","9"
"13226","3537","8108","9"
"13231","3528","7479","9"
"13236","3516","7795","9"
"13241","3534","8360","9"
"13246","3528","7889","9"
"13251","3542","8713","9"
"13256","3493","7872","9"
"13261","3507","8727","9"
"13267","3514","7805","9"
"13272","3523","8666","9"
"13277","3523","7997","9"
"13282","3518","8229","9"
"13287","3536","7805","9"
"13292","3522","8272","9"
"13297","3530","7721","9"
"13302","3509","8720","9"
"13308","3527","7613","7"
"13313","3515","7980","7"
"13318","3514","8131","7"
"13323","3530","8565","7"
"13328","3514","8195","7"
"13333","3520","7468","7"
"13338","3509","7754","7"
"13343","3522","7781","7"
"13349","3539","7781","7"
"13354","3527","7738","7"
"13359","3531","8108","7"
"13364","3504","7425","7"
"13369","3485","7721","7"
"13374","3498","7899","7"
"13379","3509","8192","7"
"13384","3509","7943","7"
"13389","3504","8151","7"
"13395","3512","7721","7"
"13400","3507","7842","7"
"13405","3517","7744","7"
"13410","3496","8444","7"
"13415","3494","7950","7"
"13420","3504","7919","7"
"13425","3504","7425","7"
"13430","3515","8925","7"
"13436","3496","7899","7"
"13441","3491","8306","7"
"13446","3486","8357","7"
"13451","3506","8521","7"
"13456","3509","7916","7"
"13461","3512","8212","7"
"13466","3486","7849","7"
"13471","3483","8286","6"
"13477","3485","8013","6"
"13482","3506","8202","6"
"13487","3493","7953","6"
"13492","3498","8279","6"
"13497","3509","7872","6"
"13502","3500","8390","6"
"13507","3481","8256","5"
"13512","3509","7674","5"
"13518","3500","7711","5"
"13523","3521","7970","5"
"13528","3493","7674","5"
"13533","3505","7805","5"
"13538","3527","7822","5"
"13543","3479","7640","5"
"13548","3489","7738","5"
"13554","3501","7556","5"
"13559","3501","7876","5"
"13564","3493","8165","5"
"13569","3508","7936","5"
"13574","3521","8360","5"
"13579","3493","7579","5"
"13584","3514","7966","5"
"13589","3505","7788","5"
"13595","3493","8394","5"
"13600","3501","8252","5"
"13605","3514","7347","5"
"13610","3491","8865","5"
"13615","3491","7966","5"
"13620","3494","8727","5"
"13625","3485","8279","5"
"13630","3485","8622","5"
"13636","3486","7832","5"
"13641","3512","8219","5"
"13646","3501","7468","5"
"13651","3498","7943","5"
"13656","3494","7761","5"
"13661","3493","8444","5"
"13666","3502","7721","5"
"13671","3485","7701","5"
"13677","3499","8131","5"
"13682","3478","8246","5"
"13687","3493","7916","5"
"13692","3486","8340","5"
"13697","3498","7371","5"
"13702","3496","7640","5"
"13707","3502","7936","5"
"13712","3477","8135","5"
"13718","3490","7778","4"
"13723","3494","8101","4"
"13728","3503","7970","4"
"13733","3471","7960","4"
"13738","3513","7371","4"
"13743","3490","8064","4"
"13748","3517","7485","4"
"13753","3498","7943","4"
"13759","3500","7418","4"
"13764","3484","7970","4"
"13769","3500","8074","4"
"13774","3498","7815","4"
"13779","3492","8488","4"
"13784","3468","8074","4"
"13789","3493","8565","4"
"13794","3495","8289","4"
"13799","3468","8892","4"
"13805","3501","7643","4"
"13810","3497","9040","4"
"13815","3493","8013","4"
"13820","3484","8865","4"
"13825","3501","7781","4"
"13830","3492","8918","4"
"13835","3509","7781","4"
"13840","3511","8040","4"
"13846","3495","7798","4"
"13851","3508","8538","4"
"13856","3505","8360","4"
"13861","3508","8101","4"
"13866","3498","7953","4"
"13871","3503","8360","4"
"13876","3477","7721","4"
"13881","3461","7728","4"
"13887","3505","7953","4"
"13892","3479","7849","4"
"13897","3500","8313","4"
"13902","3490","7771","4"
"13907","3506","7906","4"
"13912","3521","7926","4"
"13917","3503","7987","4"
"13922","3492","8101","4"
"13928","3498","8192","4"
"13933","3476","7906","4"
"13938","3476","7936","4"
"13943","3472","7953","4"
"13948","3469","8192","4"
"13953","3511","7401","4"
"13958","3487","8558","4"
"13963","3508","7754","4"
"13969","3509","8720","4"
"13974","3514","11092","4"
"13979","3493","8666","4"
"13984","3513","7452","4"
"13989","3514","8357","4"
"13994","3458","7812","4"
"13999","3498","8390","4"
"14004","3488","7408","4"
"14010","3487","8545","4"
"14015","3513","7721","4"
"14020","3487","8451","4"
"14025","3487","7744","4"
"14030","3503","8256","4"
"14035","3492","8081","4"
"14040","3488","8367","4"
"14045","3495","8252","4"
"14051","3498","7899","4"
"14056","3498","7872","4"
"14061","3501","7916","4"
"14066","3496","7721","4"
"14071","3501","7832","4"
"14076","3493","7849","4"
"14081","3498","8333","4"
"14086","3482","7892","4"
"14091","3474","8081","4"
"14097","3493","7849","4"
"14102","3458","7717","4"
"14107","3488","7761","4"
"14112","3468","7711","4"
"14117","3493","7600","4"
"14122","3468","7728","4"
"14127","3498","7832","4"
"14132","3474","8185","4"
"14138","3471","7960","4"
"14143","3472","8340","4"
"14148","3477","8424","4"
"14153","3471","8373","4"
"14158","3456","8306","4"
"14163","3479","8212","4"
"14168","3477","8272","4"
"14173","3501","7960","4"
"14179","3495","8515","4"
"14184","3471","8299","4"
"14189","3476","8330","4"
"14194","3476","7795","4"
"14199","3458","8451","4"
"14204","3482","7768","4"
"14209","3442","8814","3"
"14214","3461","7960","3"
"14220","3476","8360","3"
"14225","3477","7425","3"
"14230","3456","8659","3"
"14235","3474","7805","3"
"14240","3485","8124","3"
"14245","3453","7583","3"
"14250","3464","7960","3"
"14255","3482","8202","3"
"14261","3479","7849","3"
"14266","3482","7734","3"
"14271","3463","7872","3"
"14276","3453","7933","3"
"14281","3461","8313","3"
"14286","3479","8081","3"
"14291","3468","7943","3"
"14296","3485","7643","3"
"14302","3476","7690","3"
"14307","3471","7754","3"
"14312","3468","7960","3"
"14317","3468","7738","3"
"14322","3485","7966","3"
"14327","3485","7993","3"
"14332","3477","7805","3"
"14337","3503","8390","3"
"14342","3450","7728","3"
"14348","3477","8299","3"
"14353","3490","7865","3"
"14358","3463","8643","3"
"14363","3458","8027","3"
"14368","3482","8340","3"
"14373","3482","7849","3"
"14378","3472","8306","3"
"14383","3477","7667","3"
"14389","3468","8505","3"
"14394","3464","8347","3"
"14399","3456","8592","3"
"14404","3484","7849","3"
"14409","3464","8505","3"
"14414","3468","7364","3"
"14419","3460","8202","3"
"14424","3455","7539","3"
"14430","3481","8151","3"
"14435","3459","7573","3"
"14440","3490","7815","3"
"14445","3459","7997","3"
"14450","3462","7872","3"
"14455","3467","7953","3"
"14460","3481","8239","3"
"14465","3473","7754","3"
"14471","3457","7418","3"
"14476","3465","8347","3"
"14481","3473","7717","3"
"14486","3464","7943","3"
"14491","3477","7936","3"
"14496","3467","7859","3"
"14501","3459","7462","3"
"14506","3488","7899","3"
"14512","3477","7539","3"
"14517","3465","8340","3"
"14522","3475","7805","2"
"14527","3473","8925","2"
"14532","3462","7960","2"
"14537","3477","8306","2"
"14542","3472","7728","2"
"14547","3436","8407","1"
"14553","3468","7906","1"
"14558","3450","7987","1"
"14563","3457","8390","1"
"14568","3450","8373","1"
"14573","3455","8468","1"
"14578","3457","8394","1"
"14583","3460","7805","1"
"14588","3463","8313","1"
"14594","3460","8071","1"
"14599","3453","8306","1"
"14604","3455","7916","1"
"14609","3453","7822","1"
"14614","3450","8289","1"
"14619","3450","7751","1"
"14624","3460","7815","1"
"14629","3442","7408","1"
"14635","3447","8054","1"
"14640","3442","7479","1"
"14645","3466","7751","1"
"14650","3444","8299","1"
"14655","3450","7616","1"
"14660","3455","7865","1"
"14665","3465","7936","1"
"14670","3455","7906","1"
"14676","3468","8299","1"
"14681","3442","7859","1"
"14686","3467","7822","1"
"14691","3446","7781","1"
"14696","3454","8515","1"
"14701","3450","7865","1"
"14706","3459","8367","1"
"14711","3442","8074","1"
"14717","3460","8299","1"
"14722","3459","8269","1"
"14727","3441","8545","1"
"14732","3468","7859","1"
"14737","3467","8548","1"
"14742","3468","8098","1"
"14747","3446","8444","1"
"14752","3467","7832","1"
"14758","3463","8488","1"
"14763","3425","7690","1"
"14768","3442","8289","1"
"14773","3460","7579","1"
"14778","3468","8054","1"
"14783","3446","7616","1"
"14788","3457","7778","1"
"14793","3474","7728","1"
"14799","3455","8444","1"
"14804","3457","8168","1"
"14809","3462","8225","1"
"14814","3455","7738","1"
"14819","3454","7458","1"
"14824","3434","7674","1"
"14829","3458","7906","1"
"14834","3474","7916","1"
"14840","3463","7980","1"
"14845","3465","7485","1"
"14850","3462","7788","1"
"14855","3455","7805","1"
"14860","3458","8296","1"
"14865","3452","7781","1"
"14870","3439","7832","1"
"14875","3447","8373","1"
"14881","3449","7357","1"
"14886","3434","8286","1"
"14891","3455","7899","1"
"14896","3462","8286","1"
"14901","3447","8390","1"
"14906","3452","8330","1"
"14911","3436","7711","1"
